Data;Regiao;Sistema;Classe;TipoConsumidor;Consumo
01/12/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;1.108.676,4
01/12/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;231.889,3
01/12/2019;Norte;NORTE INTERLIGADO;Outros;Livre;13.728,0
01/12/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;581.878,6
01/12/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;44.426,8
01/12/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.210,2
01/12/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;45.529,0
01/12/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;108,0
01/12/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;11.551,9
01/12/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;53.596,5
01/12/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;118.487,4
01/12/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;16.570,9
01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;69.016,4
01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.292,0
01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;26.009,2
01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;12.595,2
01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;60.951,7
01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;137.399,4
01/12/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;26.269,7
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;3.064.550,7
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;1.129.615,2
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.105.702,6
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;5.980.845,5
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.749.550,6
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;300.192,3
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.682.520,0
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;343,9
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;655.775,1
01/12/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;57.233,0
01/12/2019;Sul;SUL;Comercial;Cativo;1.060.016,7
01/12/2019;Sul;SUL;Comercial;Livre;298.263,7
01/12/2019;Sul;SUL;Industrial;Cativo;619.961,3
01/12/2019;Sul;SUL;Industrial;Livre;1.999.999,4
01/12/2019;Sul;SUL;Outros;Cativo;582.855,2
01/12/2019;Sul;SUL;Outros;Livre;121,6
01/12/2019;Sul;SUL;Residencial;Cativo;1.918.579,3
01/12/2019;Sul;SUL;Rural;Cativo;885.385,6
01/12/2019;Sul;SUL;Rural;Livre;105.819,5
01/11/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;138,8
01/11/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;138,2
01/11/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;26,4
01/11/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;189,3
01/11/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;61,5
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;592.702,3
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;90.270,2
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;162.103,8
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;663.020,1
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;410.590,9
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.634,0
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.139.208,0
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;325.928,9
01/11/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;10.521,0
01/11/2019;Nordeste;NORDESTE;Comercial;Cativo;1.029.198,6
01/11/2019;Nordeste;NORDESTE;Comercial;Livre;187.874,8
01/11/2019;Nordeste;NORDESTE;Industrial;Cativo;322.943,5
01/11/2019;Nordeste;NORDESTE;Industrial;Livre;1.341.534,5
01/11/2019;Nordeste;NORDESTE;Outros;Cativo;891.849,5
01/11/2019;Nordeste;NORDESTE;Outros;Livre;35.817,8
01/11/2019;Nordeste;NORDESTE;Residencial;Cativo;2.268.508,5
01/11/2019;Nordeste;NORDESTE;Rural;Cativo;551.609,5
01/11/2019;Nordeste;NORDESTE;Rural;Livre;2.438,1
01/11/2019;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;91.372,3
01/11/2019;Nordeste;NORTE INTERLIGADO;Comercial;Livre;20.836,5
01/11/2019;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;20.466,6
01/11/2019;Nordeste;NORTE INTERLIGADO;Industrial;Livre;117.764,4
01/11/2019;Nordeste;NORTE INTERLIGADO;Outros;Cativo;106.618,1
01/11/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;296.133,1
01/11/2019;Nordeste;NORTE INTERLIGADO;Rural;Cativo;23.010,7
01/11/2019;Nordeste;NORTE INTERLIGADO;Rural;Livre;804,9
01/11/2019;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;919,0
01/11/2019;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;22,0
01/11/2019;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;401,0
01/11/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;647,0
01/11/2019;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;7,0
01/11/2019;Norte;NORTE INTERLIGADO;Comercial;Cativo;263.332,5
01/11/2019;Norte;NORTE INTERLIGADO;Comercial;Livre;64.279,3
01/11/2019;Norte;NORTE INTERLIGADO;Industrial;Cativo;105.029,8
01/11/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;1.071.297,4
01/11/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;226.951,0
01/11/2019;Norte;NORTE INTERLIGADO;Outros;Livre;14.512,0
01/11/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;579.585,3
01/11/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;45.364,9
01/11/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.016,1
01/11/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;45.973,0
01/11/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;119,0
01/11/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;11.697,8
01/11/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;54.781,1
01/11/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;120.426,9
01/11/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;16.017,4
01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;70.935,6
01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.234,7
01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;25.027,1
01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;13.488,9
01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;50.195,1
01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;137.476,8
01/11/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;27.041,2
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;3.210.496,3
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;1.083.128,9
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.155.134,4
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.368.231,1
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.808.256,8
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;299.308,2
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.967.530,8
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;384,9
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;836.857,5
01/11/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;55.819,0
01/11/2019;Sul;SUL;Comercial;Cativo;1.042.217,4
01/11/2019;Sul;SUL;Comercial;Livre;294.369,9
01/11/2019;Sul;SUL;Industrial;Cativo;630.821,4
01/11/2019;Sul;SUL;Industrial;Livre;2.209.056,1
01/11/2019;Sul;SUL;Outros;Cativo;583.799,0
01/11/2019;Sul;SUL;Outros;Livre;115,0
01/11/2019;Sul;SUL;Residencial;Cativo;1.913.587,3
01/11/2019;Sul;SUL;Rural;Cativo;762.743,5
01/11/2019;Sul;SUL;Rural;Livre;110.766,0
01/10/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;170,7
01/10/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;101,3
01/10/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;26,6
01/10/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;192,4
01/10/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;18,8
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;587.018,0
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;90.020,4
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;167.466,6
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;687.724,9
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;401.183,5
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.761,3
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.160.119,2
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;336.944,5
01/10/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;10.716,9
01/10/2019;Nordeste;NORDESTE;Comercial;Cativo;988.560,3
01/10/2019;Nordeste;NORDESTE;Comercial;Livre;186.268,3
01/10/2019;Nordeste;NORDESTE;Industrial;Cativo;336.623,6
01/10/2019;Nordeste;NORDESTE;Industrial;Livre;1.378.714,0
01/10/2019;Nordeste;NORDESTE;Outros;Cativo;845.046,1
01/10/2019;Nordeste;NORDESTE;Outros;Livre;23.915,2
01/10/2019;Nordeste;NORDESTE;Residencial;Cativo;2.175.540,3
01/10/2019;Nordeste;NORDESTE;Rural;Cativo;541.711,6
01/10/2019;Nordeste;NORDESTE;Rural;Livre;2.420,1
01/10/2019;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;89.346,9
01/10/2019;Nordeste;NORTE INTERLIGADO;Comercial;Livre;20.977,5
01/10/2019;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;20.826,1
01/10/2019;Nordeste;NORTE INTERLIGADO;Industrial;Livre;114.295,6
01/10/2019;Nordeste;NORTE INTERLIGADO;Outros;Cativo;104.118,3
01/10/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;291.642,7
01/10/2019;Nordeste;NORTE INTERLIGADO;Rural;Cativo;22.959,7
01/10/2019;Nordeste;NORTE INTERLIGADO;Rural;Livre;853,4
01/10/2019;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;897,0
01/10/2019;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;23,0
01/10/2019;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;386,0
01/10/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;603,0
01/10/2019;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;7,0
01/10/2019;Norte;NORTE INTERLIGADO;Comercial;Cativo;259.289,6
01/10/2019;Norte;NORTE INTERLIGADO;Comercial;Livre;65.811,4
01/10/2019;Norte;NORTE INTERLIGADO;Industrial;Cativo;110.127,3
01/10/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;1.070.733,5
01/10/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;246.056,2
01/10/2019;Norte;NORTE INTERLIGADO;Outros;Livre;14.102,0
01/10/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;555.712,7
01/10/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;45.060,6
01/10/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.189,7
01/10/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;48.249,7
01/10/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;95,0
01/10/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;12.133,3
01/10/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;54.854,0
01/10/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;130.317,8
01/10/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;16.185,8
01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;70.534,4
01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.309,6
01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;25.540,9
01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;13.767,0
01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;49.340,8
01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;140.897,7
01/10/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;28.022,0
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;3.003.865,5
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;1.080.570,5
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.138.236,0
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.478.212,0
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.769.946,8
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;310.924,3
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.667.901,1
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;429,9
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;840.444,2
01/10/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;58.376,1
01/10/2019;Sul;SUL;Comercial;Cativo;966.657,6
01/10/2019;Sul;SUL;Comercial;Livre;289.049,6
01/10/2019;Sul;SUL;Industrial;Cativo;617.164,0
01/10/2019;Sul;SUL;Industrial;Livre;2.264.319,2
01/10/2019;Sul;SUL;Outros;Cativo;570.415,8
01/10/2019;Sul;SUL;Outros;Livre;112,7
01/10/2019;Sul;SUL;Residencial;Cativo;1.849.757,1
01/10/2019;Sul;SUL;Rural;Cativo;706.704,5
01/10/2019;Sul;SUL;Rural;Livre;113.180,2
01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;158,4
01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;69,5
01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;32,6
01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;191,9
01/09/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;19,2
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;566.762,7
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;82.893,6
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;172.334,9
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;662.221,3
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;411.190,8
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.753,3
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.112.680,1
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;343.780,2
01/09/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;9.712,5
01/09/2019;Nordeste;NORDESTE;Comercial;Cativo;920.459,3
01/09/2019;Nordeste;NORDESTE;Comercial;Livre;177.051,6
01/09/2019;Nordeste;NORDESTE;Industrial;Cativo;326.590,0
01/09/2019;Nordeste;NORDESTE;Industrial;Livre;1.256.301,1
01/09/2019;Nordeste;NORDESTE;Outros;Cativo;809.135,9
01/09/2019;Nordeste;NORDESTE;Outros;Livre;23.818,9
01/09/2019;Nordeste;NORDESTE;Residencial;Cativo;1.975.808,2
01/09/2019;Nordeste;NORDESTE;Rural;Cativo;487.464,5
01/09/2019;Nordeste;NORDESTE;Rural;Livre;2.302,7
01/09/2019;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;89.209,4
01/09/2019;Nordeste;NORTE INTERLIGADO;Comercial;Livre;20.106,5
01/09/2019;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;20.993,6
01/09/2019;Nordeste;NORTE INTERLIGADO;Industrial;Livre;114.573,9
01/09/2019;Nordeste;NORTE INTERLIGADO;Outros;Cativo;104.051,4
01/09/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;286.869,6
01/09/2019;Nordeste;NORTE INTERLIGADO;Rural;Cativo;23.663,6
01/09/2019;Nordeste;NORTE INTERLIGADO;Rural;Livre;806,2
01/09/2019;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;795,0
01/09/2019;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;19,0
01/09/2019;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;360,0
01/09/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;537,0
01/09/2019;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;6,0
01/09/2019;Norte;NORTE INTERLIGADO;Comercial;Cativo;264.356,5
01/09/2019;Norte;NORTE INTERLIGADO;Comercial;Livre;65.088,1
01/09/2019;Norte;NORTE INTERLIGADO;Industrial;Cativo;107.048,1
01/09/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;1.006.228,5
01/09/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;232.330,9
01/09/2019;Norte;NORTE INTERLIGADO;Outros;Livre;13.341,0
01/09/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;589.285,2
01/09/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;47.775,7
01/09/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.014,4
01/09/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;45.041,9
01/09/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;106,0
01/09/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;12.991,4
01/09/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;56.882,8
01/09/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;117.029,0
01/09/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;14.492,6
01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;74.357,5
01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.372,3
01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;27.090,4
01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;12.568,3
01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;64.739,5
01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;149.459,1
01/09/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;29.426,4
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.790.311,9
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;977.861,3
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.111.777,3
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.300.029,0
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.734.573,3
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;284.485,6
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.376.073,6
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;354,6
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;829.176,2
01/09/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;54.980,6
01/09/2019;Sul;SUL;Comercial;Cativo;905.386,5
01/09/2019;Sul;SUL;Comercial;Livre;257.143,0
01/09/2019;Sul;SUL;Industrial;Cativo;624.852,5
01/09/2019;Sul;SUL;Industrial;Livre;2.145.566,6
01/09/2019;Sul;SUL;Outros;Cativo;560.722,6
01/09/2019;Sul;SUL;Outros;Livre;117,2
01/09/2019;Sul;SUL;Residencial;Cativo;1.770.890,7
01/09/2019;Sul;SUL;Rural;Cativo;684.194,3
01/09/2019;Sul;SUL;Rural;Livre;112.479,0
01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Comercial;Cativo;161,3
01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Industrial;Cativo;77,9
01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Outros;Cativo;29,6
01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Residencial;Cativo;180,5
01/08/2019;Centro-Oeste;SISTEMAS ISOLADOS;Rural;Cativo;19,1
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;519.560,8
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;77.733,7
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;170.785,5
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;679.811,5
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;358.213,4
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;4.683,3
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;963.596,2
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;340.332,5
01/08/2019;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;22.448,8
01/08/2019;Nordeste;NORDESTE;Comercial;Cativo;891.489,9
01/08/2019;Nordeste;NORDESTE;Comercial;Livre;172.618,8
01/08/2019;Nordeste;NORDESTE;Industrial;Cativo;319.452,4
01/08/2019;Nordeste;NORDESTE;Industrial;Livre;1.344.654,5
01/08/2019;Nordeste;NORDESTE;Outros;Cativo;784.338,5
01/08/2019;Nordeste;NORDESTE;Outros;Livre;27.064,6
01/08/2019;Nordeste;NORDESTE;Residencial;Cativo;1.929.287,5
01/08/2019;Nordeste;NORDESTE;Residencial;Livre;0,2
01/08/2019;Nordeste;NORDESTE;Rural;Cativo;434.012,7
01/08/2019;Nordeste;NORDESTE;Rural;Livre;2.280,0
01/08/2019;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;85.485,1
01/08/2019;Nordeste;NORTE INTERLIGADO;Comercial;Livre;20.628,7
01/08/2019;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;20.599,5
01/08/2019;Nordeste;NORTE INTERLIGADO;Industrial;Livre;123.643,3
01/08/2019;Nordeste;NORTE INTERLIGADO;Outros;Cativo;97.251,8
01/08/2019;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;276.293,4
01/08/2019;Nordeste;NORTE INTERLIGADO;Rural;Cativo;21.176,8
01/08/2019;Nordeste;NORTE INTERLIGADO;Rural;Livre;915,6
01/08/2019;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;847,0
01/08/2019;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;22,0
01/08/2019;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;332,0
01/08/2019;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;550,0
01/08/2019;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;6,0
01/08/2019;Norte;NORTE INTERLIGADO;Comercial;Cativo;260.608,6
01/08/2019;Norte;NORTE INTERLIGADO;Comercial;Livre;67.098,6
01/08/2019;Norte;NORTE INTERLIGADO;Industrial;Cativo;108.604,3
01/08/2019;Norte;NORTE INTERLIGADO;Industrial;Livre;1.035.781,7
01/08/2019;Norte;NORTE INTERLIGADO;Outros;Cativo;211.908,8
01/08/2019;Norte;NORTE INTERLIGADO;Outros;Livre;13.208,0
01/08/2019;Norte;NORTE INTERLIGADO;Residencial;Cativo;576.677,6
01/08/2019;Norte;NORTE INTERLIGADO;Rural;Cativo;49.344,9
01/08/2019;Norte;NORTE INTERLIGADO;Rural;Livre;1.217,2
01/08/2019;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;42.131,4
01/08/2019;Norte;SISTEMAS ISOLADOS;Comercial;Livre;110,0
01/08/2019;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;12.126,0
01/08/2019;Norte;SISTEMAS ISOLADOS;Outros;Cativo;54.198,3
01/08/2019;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;108.900,2
01/08/2019;Norte;SISTEMAS ISOLADOS;Rural;Cativo;14.860,0
01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;67.960,9
01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;7.090,3
01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;26.806,0
01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;12.654,4
01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;48.253,8
01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;132.293,2
01/08/2019;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;29.381,2
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.637.605,9
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;937.785,7
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;1.105.234,3
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;6.360.882,7
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.681.229,5
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;275.851,1
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;5.201.457,5
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;362,7
01/08/2019;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;781.714,5
