Data;Regiao;Sistema;Classe;TipoConsumidor;Consumo
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;412.151,6
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;294.565,4
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;54.079,7
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;915.742,0
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;306.188,0
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;65.370,3
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.508.165,7
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;213,4
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;267.599,8
01/03/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;39.130,3
01/03/2026;Nordeste;NORDESTE;Comercial;Cativo;611.740,5
01/03/2026;Nordeste;NORDESTE;Comercial;Livre;575.256,7
01/03/2026;Nordeste;NORDESTE;Industrial;Cativo;75.236,9
01/03/2026;Nordeste;NORDESTE;Industrial;Livre;1.699.412,7
01/03/2026;Nordeste;NORDESTE;Outros;Cativo;696.020,0
01/03/2026;Nordeste;NORDESTE;Outros;Livre;266.581,6
01/03/2026;Nordeste;NORDESTE;Residencial;Cativo;2.790.584,5
01/03/2026;Nordeste;NORDESTE;Residencial;Livre;81,7
01/03/2026;Nordeste;NORDESTE;Rural;Cativo;330.083,8
01/03/2026;Nordeste;NORDESTE;Rural;Livre;33.461,5
01/03/2026;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;59.720,6
01/03/2026;Nordeste;NORTE INTERLIGADO;Comercial;Livre;54.834,5
01/03/2026;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;8.481,3
01/03/2026;Nordeste;NORTE INTERLIGADO;Industrial;Livre;622.429,9
01/03/2026;Nordeste;NORTE INTERLIGADO;Outros;Cativo;109.811,0
01/03/2026;Nordeste;NORTE INTERLIGADO;Outros;Livre;2.168,1
01/03/2026;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;427.560,0
01/03/2026;Nordeste;NORTE INTERLIGADO;Residencial;Livre;102,8
01/03/2026;Nordeste;NORTE INTERLIGADO;Rural;Cativo;22.450,3
01/03/2026;Nordeste;NORTE INTERLIGADO;Rural;Livre;3.128,5
01/03/2026;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;1.178,6
01/03/2026;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;32,7
01/03/2026;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;369,6
01/03/2026;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;1.183,9
01/03/2026;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;6,6
01/03/2026;Norte;NORTE INTERLIGADO;Comercial;Cativo;265.091,0
01/03/2026;Norte;NORTE INTERLIGADO;Comercial;Livre;178.528,7
01/03/2026;Norte;NORTE INTERLIGADO;Industrial;Cativo;38.474,7
01/03/2026;Norte;NORTE INTERLIGADO;Industrial;Livre;1.595.312,6
01/03/2026;Norte;NORTE INTERLIGADO;Outros;Cativo;245.558,6
01/03/2026;Norte;NORTE INTERLIGADO;Outros;Livre;35.291,2
01/03/2026;Norte;NORTE INTERLIGADO;Residencial;Cativo;865.953,1
01/03/2026;Norte;NORTE INTERLIGADO;Residencial;Livre;4,0
01/03/2026;Norte;NORTE INTERLIGADO;Rural;Cativo;47.818,5
01/03/2026;Norte;NORTE INTERLIGADO;Rural;Livre;7.042,4
01/03/2026;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;16.927,2
01/03/2026;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;3.016,9
01/03/2026;Norte;SISTEMAS ISOLADOS;Industrial;Livre;4.984,9
01/03/2026;Norte;SISTEMAS ISOLADOS;Outros;Cativo;26.518,7
01/03/2026;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;66.389,3
01/03/2026;Norte;SISTEMAS ISOLADOS;Rural;Cativo;5.066,6
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;59.563,8
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;31.619,6
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;9.855,8
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;44.228,7
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;51.921,6
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Outros;Livre;2.779,8
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;219.531,5
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;36.432,6
01/03/2026;Norte;SUDESTE / CENTRO - OESTE;Rural;Livre;564,8
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.426.281,1
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;2.436.818,2
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;355.129,3
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;7.810.285,7
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.279.010,5
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;701.638,2
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;7.206.480,4
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;2.475,0
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;470.530,6
01/03/2026;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;122.425,7
01/03/2026;Sul;SUL;Comercial;Cativo;1.172.580,4
01/03/2026;Sul;SUL;Comercial;Livre;805.152,5
01/03/2026;Sul;SUL;Industrial;Cativo;317.520,3
01/03/2026;Sul;SUL;Industrial;Livre;3.026.459,4
01/03/2026;Sul;SUL;Outros;Cativo;461.118,2
01/03/2026;Sul;SUL;Outros;Livre;148.141,6
01/03/2026;Sul;SUL;Residencial;Cativo;2.980.869,9
01/03/2026;Sul;SUL;Residencial;Livre;324,1
01/03/2026;Sul;SUL;Rural;Cativo;688.631,2
01/03/2026;Sul;SUL;Rural;Livre;360.844,4
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;389.014,8
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;292.452,2
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;53.876,3
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;870.740,1
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;290.181,0
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;62.629,0
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.420.239,3
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;229,0
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;267.890,4
01/02/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;38.974,2
01/02/2026;Nordeste;NORDESTE;Comercial;Cativo;600.419,3
01/02/2026;Nordeste;NORDESTE;Comercial;Livre;602.616,7
01/02/2026;Nordeste;NORDESTE;Industrial;Cativo;76.248,8
01/02/2026;Nordeste;NORDESTE;Industrial;Livre;1.642.088,5
01/02/2026;Nordeste;NORDESTE;Outros;Cativo;656.320,5
01/02/2026;Nordeste;NORDESTE;Outros;Livre;267.742,5
01/02/2026;Nordeste;NORDESTE;Residencial;Cativo;2.699.512,9
01/02/2026;Nordeste;NORDESTE;Residencial;Livre;79,8
01/02/2026;Nordeste;NORDESTE;Rural;Cativo;422.847,9
01/02/2026;Nordeste;NORDESTE;Rural;Livre;33.626,5
01/02/2026;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;56.648,1
01/02/2026;Nordeste;NORTE INTERLIGADO;Comercial;Livre;48.724,4
01/02/2026;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;8.047,4
01/02/2026;Nordeste;NORTE INTERLIGADO;Industrial;Livre;561.342,3
01/02/2026;Nordeste;NORTE INTERLIGADO;Outros;Cativo;97.660,7
01/02/2026;Nordeste;NORTE INTERLIGADO;Outros;Livre;1.978,0
01/02/2026;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;431.198,9
01/02/2026;Nordeste;NORTE INTERLIGADO;Residencial;Livre;93,9
01/02/2026;Nordeste;NORTE INTERLIGADO;Rural;Cativo;21.595,6
01/02/2026;Nordeste;NORTE INTERLIGADO;Rural;Livre;2.596,9
01/02/2026;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;1.204,3
01/02/2026;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;28,2
01/02/2026;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;417,8
01/02/2026;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;1.109,5
01/02/2026;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;7,2
01/02/2026;Norte;NORTE INTERLIGADO;Comercial;Cativo;247.996,8
01/02/2026;Norte;NORTE INTERLIGADO;Comercial;Livre;154.125,5
01/02/2026;Norte;NORTE INTERLIGADO;Industrial;Cativo;34.744,3
01/02/2026;Norte;NORTE INTERLIGADO;Industrial;Livre;1.412.732,8
01/02/2026;Norte;NORTE INTERLIGADO;Outros;Cativo;210.961,4
01/02/2026;Norte;NORTE INTERLIGADO;Outros;Livre;31.659,2
01/02/2026;Norte;NORTE INTERLIGADO;Residencial;Cativo;852.602,2
01/02/2026;Norte;NORTE INTERLIGADO;Residencial;Livre;5,0
01/02/2026;Norte;NORTE INTERLIGADO;Rural;Cativo;48.537,7
01/02/2026;Norte;NORTE INTERLIGADO;Rural;Livre;4.772,1
01/02/2026;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;16.772,9
01/02/2026;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;2.648,6
01/02/2026;Norte;SISTEMAS ISOLADOS;Industrial;Livre;4.529,2
01/02/2026;Norte;SISTEMAS ISOLADOS;Outros;Cativo;22.525,2
01/02/2026;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;66.831,3
01/02/2026;Norte;SISTEMAS ISOLADOS;Rural;Cativo;4.916,4
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;54.983,9
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;28.209,6
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;9.655,3
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;38.509,4
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;45.036,6
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Outros;Livre;2.468,9
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;200.704,8
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;33.515,4
01/02/2026;Norte;SUDESTE / CENTRO - OESTE;Rural;Livre;630,2
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.380.071,3
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;2.427.018,4
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;343.524,3
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;7.595.739,9
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.162.738,4
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;691.550,3
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;7.097.383,8
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;2.700,8
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;475.691,4
01/02/2026;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;133.740,4
01/02/2026;Sul;SUL;Comercial;Cativo;1.119.414,4
01/02/2026;Sul;SUL;Comercial;Livre;739.252,7
01/02/2026;Sul;SUL;Industrial;Cativo;296.398,3
01/02/2026;Sul;SUL;Industrial;Livre;2.767.165,2
01/02/2026;Sul;SUL;Outros;Cativo;431.483,0
01/02/2026;Sul;SUL;Outros;Livre;137.416,1
01/02/2026;Sul;SUL;Residencial;Cativo;3.023.509,9
01/02/2026;Sul;SUL;Residencial;Livre;288,8
01/02/2026;Sul;SUL;Rural;Cativo;714.358,2
01/02/2026;Sul;SUL;Rural;Livre;344.072,7
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;398.005,1
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;281.078,6
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;53.901,1
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;860.917,4
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;304.832,4
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;62.473,3
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.524.157,9
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;212,0
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;276.324,5
01/01/2026;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;48.743,4
01/01/2026;Nordeste;NORDESTE;Comercial;Cativo;626.569,9
01/01/2026;Nordeste;NORDESTE;Comercial;Livre;617.152,2
01/01/2026;Nordeste;NORDESTE;Industrial;Cativo;79.258,6
01/01/2026;Nordeste;NORDESTE;Industrial;Livre;1.657.401,8
01/01/2026;Nordeste;NORDESTE;Outros;Cativo;699.778,4
01/01/2026;Nordeste;NORDESTE;Outros;Livre;270.064,7
01/01/2026;Nordeste;NORDESTE;Residencial;Cativo;2.913.132,5
01/01/2026;Nordeste;NORDESTE;Residencial;Livre;85,6
01/01/2026;Nordeste;NORDESTE;Rural;Cativo;476.839,0
01/01/2026;Nordeste;NORDESTE;Rural;Livre;37.332,7
01/01/2026;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;59.769,1
01/01/2026;Nordeste;NORTE INTERLIGADO;Comercial;Livre;54.640,9
01/01/2026;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;8.528,1
01/01/2026;Nordeste;NORTE INTERLIGADO;Industrial;Livre;599.188,5
01/01/2026;Nordeste;NORTE INTERLIGADO;Outros;Cativo;104.862,3
01/01/2026;Nordeste;NORTE INTERLIGADO;Outros;Livre;2.240,5
01/01/2026;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;459.614,1
01/01/2026;Nordeste;NORTE INTERLIGADO;Residencial;Livre;109,5
01/01/2026;Nordeste;NORTE INTERLIGADO;Rural;Cativo;24.384,5
01/01/2026;Nordeste;NORTE INTERLIGADO;Rural;Livre;3.285,6
01/01/2026;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;1.298,9
01/01/2026;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;26,7
01/01/2026;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;469,2
01/01/2026;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;1.160,1
01/01/2026;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;5,4
01/01/2026;Norte;NORTE INTERLIGADO;Comercial;Cativo;259.916,3
01/01/2026;Norte;NORTE INTERLIGADO;Comercial;Livre;168.899,4
01/01/2026;Norte;NORTE INTERLIGADO;Industrial;Cativo;37.029,2
01/01/2026;Norte;NORTE INTERLIGADO;Industrial;Livre;1.543.572,5
01/01/2026;Norte;NORTE INTERLIGADO;Outros;Cativo;216.029,1
01/01/2026;Norte;NORTE INTERLIGADO;Outros;Livre;35.276,0
01/01/2026;Norte;NORTE INTERLIGADO;Residencial;Cativo;912.427,7
01/01/2026;Norte;NORTE INTERLIGADO;Residencial;Livre;7,0
01/01/2026;Norte;NORTE INTERLIGADO;Rural;Cativo;54.161,8
01/01/2026;Norte;NORTE INTERLIGADO;Rural;Livre;4.274,7
01/01/2026;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;17.249,7
01/01/2026;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;2.732,8
01/01/2026;Norte;SISTEMAS ISOLADOS;Industrial;Livre;5.229,0
01/01/2026;Norte;SISTEMAS ISOLADOS;Outros;Cativo;22.071,0
01/01/2026;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;72.659,4
01/01/2026;Norte;SISTEMAS ISOLADOS;Rural;Cativo;5.189,3
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;56.533,1
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;29.383,0
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;9.905,6
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;40.881,2
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;47.356,8
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Outros;Livre;2.650,4
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;208.887,5
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;33.879,8
01/01/2026;Norte;SUDESTE / CENTRO - OESTE;Rural;Livre;368,0
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.463.588,7
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;2.487.981,3
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;317.353,5
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;7.524.920,8
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.241.279,8
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;702.691,5
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;7.811.553,3
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;2.621,9
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;553.220,4
01/01/2026;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;140.364,5
01/01/2026;Sul;SUL;Comercial;Cativo;1.083.998,8
01/01/2026;Sul;SUL;Comercial;Livre;746.441,4
01/01/2026;Sul;SUL;Industrial;Cativo;271.564,9
01/01/2026;Sul;SUL;Industrial;Livre;2.781.606,6
01/01/2026;Sul;SUL;Outros;Cativo;434.063,4
01/01/2026;Sul;SUL;Outros;Livre;145.723,7
01/01/2026;Sul;SUL;Residencial;Cativo;3.082.704,7
01/01/2026;Sul;SUL;Residencial;Livre;378,7
01/01/2026;Sul;SUL;Rural;Cativo;672.112,2
01/01/2026;Sul;SUL;Rural;Livre;346.129,6
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;424.358,5
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;272.508,6
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;60.045,6
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;897.437,3
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;337.876,5
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;61.679,6
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.553.349,0
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;207,1
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;335.990,0
01/12/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;47.528,1
01/12/2025;Nordeste;NORDESTE;Comercial;Cativo;643.147,5
01/12/2025;Nordeste;NORDESTE;Comercial;Livre;594.383,4
01/12/2025;Nordeste;NORDESTE;Industrial;Cativo;83.053,6
01/12/2025;Nordeste;NORDESTE;Industrial;Livre;1.666.169,9
01/12/2025;Nordeste;NORDESTE;Outros;Cativo;731.336,7
01/12/2025;Nordeste;NORDESTE;Outros;Livre;259.459,6
01/12/2025;Nordeste;NORDESTE;Residencial;Cativo;2.856.942,7
01/12/2025;Nordeste;NORDESTE;Residencial;Livre;89,7
01/12/2025;Nordeste;NORDESTE;Rural;Cativo;513.787,0
01/12/2025;Nordeste;NORDESTE;Rural;Livre;37.424,1
01/12/2025;Nordeste;NORTE INTERLIGADO;Comercial;Cativo;64.815,9
01/12/2025;Nordeste;NORTE INTERLIGADO;Comercial;Livre;55.002,1
01/12/2025;Nordeste;NORTE INTERLIGADO;Industrial;Cativo;9.692,1
01/12/2025;Nordeste;NORTE INTERLIGADO;Industrial;Livre;639.716,3
01/12/2025;Nordeste;NORTE INTERLIGADO;Outros;Cativo;118.259,5
01/12/2025;Nordeste;NORTE INTERLIGADO;Outros;Livre;2.197,8
01/12/2025;Nordeste;NORTE INTERLIGADO;Residencial;Cativo;482.366,3
01/12/2025;Nordeste;NORTE INTERLIGADO;Residencial;Livre;107,5
01/12/2025;Nordeste;NORTE INTERLIGADO;Rural;Cativo;25.426,0
01/12/2025;Nordeste;NORTE INTERLIGADO;Rural;Livre;3.355,1
01/12/2025;Nordeste;SISTEMAS ISOLADOS;Comercial;Cativo;1.272,5
01/12/2025;Nordeste;SISTEMAS ISOLADOS;Industrial;Cativo;29,1
01/12/2025;Nordeste;SISTEMAS ISOLADOS;Outros;Cativo;453,9
01/12/2025;Nordeste;SISTEMAS ISOLADOS;Residencial;Cativo;1.200,4
01/12/2025;Nordeste;SISTEMAS ISOLADOS;Rural;Cativo;5,4
01/12/2025;Norte;NORTE INTERLIGADO;Comercial;Cativo;279.607,7
01/12/2025;Norte;NORTE INTERLIGADO;Comercial;Livre;172.997,6
01/12/2025;Norte;NORTE INTERLIGADO;Industrial;Cativo;38.856,2
01/12/2025;Norte;NORTE INTERLIGADO;Industrial;Livre;1.534.961,3
01/12/2025;Norte;NORTE INTERLIGADO;Outros;Cativo;242.760,1
01/12/2025;Norte;NORTE INTERLIGADO;Outros;Livre;33.961,9
01/12/2025;Norte;NORTE INTERLIGADO;Residencial;Cativo;964.902,5
01/12/2025;Norte;NORTE INTERLIGADO;Residencial;Livre;6,7
01/12/2025;Norte;NORTE INTERLIGADO;Rural;Cativo;53.313,4
01/12/2025;Norte;NORTE INTERLIGADO;Rural;Livre;4.420,5
01/12/2025;Norte;SISTEMAS ISOLADOS;Comercial;Cativo;17.670,8
01/12/2025;Norte;SISTEMAS ISOLADOS;Industrial;Cativo;2.753,4
01/12/2025;Norte;SISTEMAS ISOLADOS;Industrial;Livre;5.065,0
01/12/2025;Norte;SISTEMAS ISOLADOS;Outros;Cativo;25.430,4
01/12/2025;Norte;SISTEMAS ISOLADOS;Residencial;Cativo;70.174,3
01/12/2025;Norte;SISTEMAS ISOLADOS;Rural;Cativo;3.841,7
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Comercial;Cativo;61.688,4
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Comercial;Livre;29.044,0
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Industrial;Cativo;11.468,5
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Industrial;Livre;39.860,1
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Outros;Cativo;55.603,7
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Outros;Livre;2.260,4
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Residencial;Cativo;218.127,4
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Rural;Cativo;34.432,5
01/12/2025;Norte;SUDESTE / CENTRO - OESTE;Rural;Livre;1.361,6
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;2.440.672,5
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;2.366.142,8
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;368.374,5
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;7.637.992,8
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;1.298.268,0
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Outros;Livre;660.205,2
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;7.128.529,3
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;2.327,9
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;543.151,2
01/12/2025;Sudeste;SUDESTE / CENTRO - OESTE;Rural;Livre;161.995,4
01/12/2025;Sul;SUL;Comercial;Cativo;1.006.336,2
01/12/2025;Sul;SUL;Comercial;Livre;717.341,1
01/12/2025;Sul;SUL;Industrial;Cativo;298.461,4
01/12/2025;Sul;SUL;Industrial;Livre;2.655.905,2
01/12/2025;Sul;SUL;Outros;Cativo;440.294,8
01/12/2025;Sul;SUL;Outros;Livre;140.057,0
01/12/2025;Sul;SUL;Residencial;Cativo;2.638.629,2
01/12/2025;Sul;SUL;Residencial;Livre;307,5
01/12/2025;Sul;SUL;Rural;Cativo;603.162,7
01/12/2025;Sul;SUL;Rural;Livre;327.302,2
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Cativo;453.118,9
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Comercial;Livre;281.478,4
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Cativo;60.055,7
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Industrial;Livre;930.077,3
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Cativo;341.572,6
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Outros;Livre;65.725,3
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Cativo;1.572.570,3
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Residencial;Livre;216,0
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Cativo;406.453,1
01/11/2025;Centro-Oeste;SUDESTE / CENTRO - OESTE;Rural;Livre;55.562,5
01/11/2025;Nordeste;NORDESTE;Comercial;Cativo;623.744,6
01/11/2025;Nordeste;NORDESTE;Comercial;Livre;588.589,9
01/11/2025;Nordeste;NORDESTE;Industrial;Cativo;88.409,3
01/11/2025;Nordeste;NORDESTE;Industrial;Livre;1.721.926,0
01/11/2025;Nordeste;NORDESTE;Outros;Cativo;730.865,3
01/11/2025;Nordeste;NORDESTE;Outros;Livre;253.538,6
01/11/2025;Nordeste;NORDESTE;Residencial;Cativo;2.726.928,6
01/11/2025;Nordeste;NORDESTE;Residencial;Livre;82,5
01/11/2025;Nordeste;NORDESTE;Rural;Cativo;572.852,0
01/11/2025;Nordeste;NORDESTE;Rural;Livre;38.307,9
